cx,cy,ix,iy,ox,oy
0.8544795393628217,13.250029654163889,1.8228483973076886,11.747452868475403,-0.4300020285299836,14.253456839462462
1.0071486059883161,13.238496259702549,1.9162388819152003,11.660844603605728,-0.24681862050708148,14.315305704359123
1.1595033226074216,13.216032436790547,2.0016948934753342,11.564039947410512,-0.058911986689169055,14.367149790764955
1.3111166700564525,13.183471287623759,2.079191992665963,11.457350029787664,0.133153477727689,14.409344118075685
1.4615616291717237,13.141645914398065,2.1503089767004155,11.343046044739221,0.32881337754742956,14.442243705687059
1.6104111807895507,13.091389419309335,2.2180706792709466,11.225167062767637,0.5275033175739863,14.466203572994793
1.7572383057462484,13.03353490455345,2.2855537489662594,11.107815501558596,0.7286589026112961,14.481578739394633
1.9016159848781315,12.96891547232628,2.3558348343750577,10.995093778797791,0.9317157374632947,14.48872422428231
2.0431171990215162,12.898364224823704,2.4319905840860456,10.89110431217091,1.1361094269339174,14.487995047053552
2.181314989801092,12.822714210489874,2.5170572680622647,10.799894549223644,1.3412684840083142,14.479728942469485
2.31591991591285,12.742676879204767,2.6122997831826518,10.723100448135064,1.546470142439121,14.46389493786403
2.4470728166208824,12.658583208091203,2.71655797748322,10.659056584924437,1.7508466522749528,14.440108697008887
2.574998459140595,12.57068996153405,2.828496528612002,10.605859064375483,1.9535244315645144,14.407971669552314
2.6999216106873956,12.479253903918186,2.9467801142170265,10.561603991271928,2.1536298983565163,14.3670853051426
2.822067038476692,12.3845317996285,3.070073411946326,10.524387470397496,2.3502894706996673,14.317051053428019
2.941659509723891,12.28678041304985,3.19704109944793,10.492305606535911,2.5426295666426726,14.257470364056841
3.0589237916443994,12.186256508567128,3.326347854369871,10.463454504470896,2.7297766042342424,14.187944686677348
3.174084651453625,12.083216850565199,3.456658354360177,10.43593026898617,2.9108570015230844,14.10807547093781
3.287366856366974,11.977918203428947,3.586637277066883,10.407829004865464,3.0849971765579074,14.01746416648651
3.398995173599854,11.870617331543247,3.714949300138015,10.377246816892496,3.2513235473874182,13.915712222971719
3.5091943703676707,11.761570999292974,3.840259101221608,10.342279809850996,3.4089625320603245,13.802421090041712
3.618189213885833,11.651035971063004,3.9612313579656906,10.30102408852468,3.557040548625337,13.677192217344764
3.7262044713697486,11.539269011238218,4.0765307480182935,10.25157575769728,3.694684015131161,13.539627054529156
3.8334649100348224,11.426526884203488,4.1850729500618,10.19238817972526,3.821050966384087,13.389357731950874
3.940195297096463,11.313066354343691,4.2871810733126114,10.123917956583995,3.936848832332809,13.227519903512686
4.0466203997700765,11.199144186043704,4.383668473109212,10.047319472790166,4.0450055699131555,13.057404008891536
4.152964985271073,11.085017143688408,4.4753490051370575,9.963747825019865,4.1486204526111115,12.88246673229429
4.259453820814855,10.970941991662675,4.563036525081598,9.874358109949169,4.250792753912653,12.706164757927793
4.366311673616831,10.857175494351381,4.647544888628291,9.780305424254168,4.354621747303763,12.531954769998922
4.47376331089241,10.743974416139405,4.729687951462588,9.682744864610937,4.4632067062704195,12.363293452714522
4.5820334998569985,10.631595521411619,4.810279569269947,9.582831527695564,4.579624898871547,12.20361221056836
4.691347007726003,10.52029557455291,4.890133597735819,9.48172051018413,4.705440630422614,12.054604364808448
4.80192860171483,10.410331339948144,4.970063892545659,9.380566908752721,4.8397550807786915,11.915133611754232
4.9140030490388895,10.301959581982201,5.050884309384921,9.280525820077415,4.981443125734989,11.783803670870734
5.027795116913584,10.19543706503996,5.133408703939059,9.182752340834297,5.129379641086723,11.659218261622986
5.143529572554324,10.09102055350629,5.218450931893529,9.088401567699453,5.282439502629107,11.539981103476023
5.2614311831765175,9.988966811766078,5.306824848933786,8.998628597348963,5.439497586157351,11.424695915894873
5.3817247073934205,9.889532594786793,5.3991871638879605,8.914358069062366,5.599446167813439,11.311989619897478
5.5045457548641075,9.79287705962225,5.495412021804215,8.835366984715334,5.761589092401728,11.201037920513105
5.629721113535708,9.698821273496147,5.5951304446495085,8.761075803817432,5.925648185604105,11.091573856804423
5.757010746044931,9.607113145052407,5.697973378290743,8.690904874276757,6.091363955988339,10.98335537951955
5.886174615028485,9.517500582934947,5.803571768594821,8.624274544001409,6.258476912122202,10.876140439406603
6.016972683123078,9.429731495787694,5.911556561428642,8.560605160899483,6.42672756257346,10.769686987213708
6.149164912965423,9.343553792254571,6.021558702659113,8.499317072879075,6.5958564159098865,10.663752973688975
6.282511267192227,9.258715380979499,6.133209138153132,8.439830627848279,6.765603980699251,10.558096349580529
6.416771708440196,9.174964170606401,6.246138813777604,8.3815661737152,6.935710765509326,10.45247506563649
6.551706199346046,9.092048069779201,6.359978675399429,8.323944058387928,7.105917278907877,10.346647072604974
6.68707470254648,9.009714987141821,6.474359668885509,8.266384629774562,7.275964029462682,10.240370321234105
6.82263718067821,8.92771283133818,6.588912740102753,8.208308235783202,7.445591525741505,10.133402762271993
6.958153596377943,8.845789511012205,6.7032688349180525,8.149135224321935,7.614540276312116,10.025502346466768
7.093383912282394,8.763692934807821,6.817058899198315,8.088285943298867,7.782550789742289,9.916427024566543
7.228088091028265,8.681171011368948,6.929903485763097,8.025212239778218,7.949363574599789,9.80593474731944
7.362026095252267,8.597971649339502,7.041347474599657,7.959595309376099,8.114719139452394,9.69378346547358
7.494957887591114,8.513842757363417,7.150902269257083,7.8912178078018504,8.27835799286787,9.579731129777079
7.626643430681508,8.42853224408461,7.258079124587199,7.8198628414351194,8.440020643413986,9.463535690978057
7.7568426871601615,8.341788018147003,7.362389295441843,7.745313516655555,8.599447599658513,9.34495509982463
7.885315619663785,8.253357988194521,7.4633440366728445,7.6673529398428135,8.756379370169224,9.223747307064922
8.011822190829085,8.162990062871085,7.560454603132036,7.585764217376541,8.910556463513887,9.099670263447052
8.136122363292774,8.07043215082062,7.653232249671253,7.500330455636387,9.061719388260272,8.972481919719144
8.257976099691557,7.975432160687048,7.741188231142319,7.410834761001999,9.209608652976152,8.841940226629307
8.377143362662146,7.877738001114288,7.823833802397078,7.317060239853034,9.353964766229293,8.707803134925665
8.493384114841247,7.777097580746266,7.900680218287354,7.218789998569134,9.49452823658747,8.569828595356336
8.606458318865574,7.6732588082269055,7.971238733664981,7.115807143529949,9.631039572618452,8.427774558669444
8.716125937371837,7.56596959220013,8.03502060338179,7.007894781115134,9.763239282890005,8.281398975613104
